model_name,brand,processor_name,ram,ssd,OperatingSystem,screen_size,no_of_cores
Lenovo IdeaPad 3 15IAU7 82RK0090IN Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,10
Lenovo Thinkpad L14 20X1CTO Laptop,Lenovo,11th Gen Core i5,16,512,Windows,14,4
AGB Octev VR-1818 Gaming Laptop,AGB,11th Gen Core i7,32,1000,Windows,15.6,4
Infinix INBook X2 Plus XL25 Laptop,Infinix,11th Gen Core i3,8,512,Windows,15.6,2
Dell XPS 13 Plus Laptop,Dell,12th Gen Core i7,16,1000,Windows,13.4,12
Lenovo IdeaPad Slim 3 82RJ005CIN Laptop,Lenovo,12th Gen Core i5,8,512,Windows,14,10
Asus E410KA-BV002W Laptop,Asus,Celeron N4500,4,256,Windows,14,2
MSI Creator Pro Z17 A12UMST-237IN Gaming Laptop,MSI,12th Gen Core i7,32,1000,Windows,16,14
Lenovo IdeaPad Flex 5 82R90068IN Laptop,Lenovo,AMD Ryzen 7 5700U,16,512,Windows,14,8
Dell XPS 9315 Laptop,Dell,12th Gen Core i5 ,16,512,Windows,13.4,10
Asus Vivobook S15 OLED S3502ZA-L701WS Laptop,Asus,12th Gen Core i7,16,512,Windows,15.6,14
Acer Aspire 3 UN.HVTSI.012 Laptop,Acer,AMD Ryzen 3 3250U,8,256,Windows,15.6,2
MSI Creator Z16P B12UKST-209IN Gaming Laptop,MSI,12th Gen Core i9,64,2000,Windows,17.3,14
Lenovo Yoga 6 82UD0069IN Laptop,Lenovo,Ryzen 5 5500U,16,512,Windows,13.3,6
HP 14s-fq0567AU Laptop,HP,AMD Ryzen 3 3250U,8,256,Windows,14,2
MSI Creator Pro M16 A12UJS-601IN Gaming Laptop,MSI,12th Gen Core i7,32,1000,Windows,16,14
HP Omen 17-ck1023TX Gaming Laptop,HP,12th Gen Core i9,32,2000,Windows,16.1,16
HP Omen 16-n0051AX Gaming Laptop,HP,AMD Ryzen 9 6900HX,32,1000,Windows,16.1,8
Lenovo ThinkPad E14 21E3S04X00 Laptop,Lenovo,12th Gen Core i5,8,512,Windows,14,10
HP Omen 16-k0370TX Gaming Laptop,HP,12th Gen Core i7,16,1000,Windows,16.1,14
Chuwi Gemibook Pro Laptop,Chuwi,Intel Celeron N5100,8,256,Windows,14,4
HP Omen 16-k0360TX Laptop,HP,12th Gen Core i7,16,1000,Windows,16.1,14
Lenovo Thinkbook 15 21DJA04LIH Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,10
Lenovo IdeaPad Gaming 3 82S900HNIN Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,8
HP Omen 16-n0054AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,1000,Windows,16.1,8
Lenovo Ideapad Flex 5 82R70068IN Laptop,Lenovo,12th Gen Core i5,8,512,Windows,14,10
HP Victus 15-fb0082AX Gaming Laptop,HP,AMD Ryzen 5 5600H,8,512,Windows,15.6,6
Dell XPS 9315 Laptop,Dell,12th Gen Core i7 ,16,512,Windows,13.4,10
HP Omen 16-n0049AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,Windows,16,8
HP Omen 16-n0050AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,Windows,16,8
Lenovo V14 Gen 2 ITL 82KAA001IH Laptop,Lenovo,11th Gen Core i5,8,0,DOS,14,4
Lenovo V15 82C30057IH Laptop,Lenovo,Intel Celeron N4020,4,0,Windows,15.6,2
Lenovo IdeaPad Gaming 3 82K201V2IN Laptop,Lenovo,AMD Ryzen 7 5800H,8,512,Windows,15.6,8
Lenovo ThinkPad E14 21E3S04W00 Laptop,Lenovo,12th Gen Core i5,16,512,Windows,14,10
Lenovo Thinkpad E14 Gen 21E3S05800 Laptop,Lenovo,12th Gen Core i7,16,1000,Windows,14,10
Lenovo Yoga 9 82LU008TIN Laptop,Lenovo,12th Ge Core i7,16,1000,Windows,14,14
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,256,Windows,15.6,2
Acer One 14 Z2-493 Business Laptop,Acer,AMD Ryzen 5 3500U,16,512,Windows,14,4
Fujitsu UH-X 4ZR1K06212 Laptop,Fujitsu,12th Gen Core i7,16,512,Windows,13.3,10
HP Envy x360 13-bf0062TU Laptop,HP,12th Gen Core i7,16,512,Windows,13.3,10
Gigabyte G5 RC45MD Laptop,Gigabyte,11th Gen Core i5,16,512,Windows,15.6,6
Gigabyte G5 RC45GD Laptop,Gigabyte,11th Gen Core i5,16,512,Windows,15.6,6
Gigabyte G5 RC45KD Laptop,Gigabyte,11th Gen Core i5,16,512,Windows,15.6,6
MSI Katana GF66 11UE-249IN Gaming Laptop,MSI,11th Gen Core i7,16,512,Windows,15.6,8
Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,8
Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Dell Latitude 3520 Laptop,Dell,11th Gen Core i3,8,256,Ubuntu,15.6,2
Honor MagicBook X15 BohrBR-WAH9F Laptop,Honor,10th Gen Core i5,8,256,Windows,15.6,4
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,8,512,Windows,15.6,2
HP ProBook 450 G8 4Y7G3PA Laptop,HP,11th Gen Core i3,8,256,Windows,15.6,2
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,512,Windows,15.6,2
Lenovo ThinkBook 14 20VDA0QTIH Laptop,Lenovo,11th Gen Core i5,8,512,DOS,14,4
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,512,Windows,15.6,2
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,16,512,Ubuntu,14,2
Fujitsu UH-X 4ZR1J37875 Laptop,Fujitsu,12th Gen Core i5,16,512,Windows,13.3,10
Dell Latitude 3420 2022 Laptop,Dell,11th Gen Core i5,16,1000,Windows,14,4
Fujitsu UH-X 4ZR1J37876 Laptop,Fujitsu,12th Gen Core i7,16,512,Windows,13.3,10
Acer TravelMate TMB311-31 Laptop,Acer,Intel Pentium N5030,4,128,Windows,11.6,4
Lenovo IdeaPad Flex 5 81X10087IN Laptop,Lenovo,10th Gen Core i3,8,512,Windows,14,2
Lenovo ThinkPad E15 20TDS0TA00 Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
HP 250 G8 6X4B3PA Laptop,HP,11th Gen Core i3,8,512,Windows,15.6,2
Dell Vostro 5320 Laptop,Dell,12th Gen Core i5,16,512,Windows,13.3,12
HP Elitebook 840 G8 4S1H5PA Laptop,HP,11th Gen Core i5,8,512,Windows,14,4
HP Pavilion x360 14-ek0072TU Laptop,HP,12th Gen Core i5,16,512,Windows,14,10
Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop,Acer,12th Gen Core i9,32,2000,Windows,15.6,14
Dell XPS 13 Plus Laptop,Dell,12th Gen Core i5,16,512,Windows,13.4,12
Acer Nitro 5 AN515-46 Laptop,Acer,AMD Ryzen 5 6600H,16,512,Windows,15.6,6
Acer Aspire 3 A315-23 Laptop,Acer,Ryzen 5 3500U,8,512,Windows,15.6,4
Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,Windows,15.6,8
MSI GF63 Thin 10SC-848IN Gaming Laptop,MSI,10th Gen Core i5,8,512,Windows,15.6,6
Acer Aspire 5 A515-45-R1YC Laptop,Acer,Ryzen 5 5500U,8,256,Windows,15.6,6
Acer Nitro 5 AN515-46 Gaming Laptop,Acer,AMD Ryzen 7 6800H,16,1000,Windows,,0
Lenovo Legion 5 Pro 82RG009AIN Laptop,Lenovo,AMD Ryzen 7 6800H,16,1000,Windows,16,8
HP Omen 16-C0136AX Laptop,HP,AMD Ryzen 5 5600H,8,512,Windows,16.1,6
HP Envy x360 13-bf0058TU Laptop,HP,12th Gen Core i5,16,512,Windows,13.3,10
HP Omen 17-ck1022TX Gaming Laptop,HP,12th Gen Core i7,32,1000,Windows,16.1,16
Honor MagicBook 15 WDQ9CHNE Laptop,Honor,AMD Ryzen 5 5500U,8,256,Windows,15.6,6
HP Envy x360 16-h0028TX Laptop,HP,12th Gen Core i7,16,512,Windows,13.3,10
HP Envy 16-h0026tx Laptop,HP,12th Gen Core i9,32,1000,Windows,15.6,14
HP Envy 16-h0025tx Laptop,HP,12th Gen Core i9,16,1000,Windows,16,14
Lenovo Legion 5 Pro 82RG00EKIN Laptop,Lenovo,AMD Ryzen 7 6800H,32,1000,Windows,16,8
Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop,Lenovo,12th Gen Core i7,16,512,Windows,14,12
Asus VivoBook 14 X415JA-BV322WS Laptop,Asus,10th Gen Core i3,8,512,Windows,14,2
Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,Windows,13.3,8
HP Chromebook 14a-na1004TU Laptop,HP,Celeron N4500,4,0,Chrome,14,2
Lenovo V14 G2-ITL 82KAA025IH Laptop,Lenovo,11th Gen Core i3,8,0,Windows,14,2
HP Envy x360 13-bf0063TU Laptop,HP,12th Gen Core i7,16,1000,Windows,13.3,10
Gigabyte Aero 5 XE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,Windows,15.6,14
Lenovo V14-IIL 82C4019YIH Laptop,Lenovo,10th Gen Core i5,4,256,Windows,14,4
Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop,Asus,12th Gen Core i5,8,512,Windows,14,10
Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14,12
Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop,Asus,12th Gen Core i3,8,512,Windows,14,10
Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,Lenovo,11th Gen Core i5,8,512,DOS,14.1,4
Lenovo E41-55 ‎82C700FNGE Laptop,Lenovo,Athlon Pro 3045B,4,0,Windows,15.6,2
Dell Latitude 3420 Laptop,Dell,11th Gen Core i5,16,512,Windows,14,4
HP 250 G8 6G9R1PA Notebook,HP,11th Gen Core i3,8,512,DOS,15.6,0
Acer TravelMate TMP215-53 Laptop,Acer, Pentium Gold 7505,4,0,Windows,15.6,2
HP 430 G8 366B1PA Business Laptop,HP,11th Gen Core i7,8,512,Windows,13.3,0
MSI Creator M16 A11UC-669IN Laptop,MSI,11th Gen Core i7,16,512,Windows,16,8
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop,Lenovo,11th Gen Core i7,16,1000,Windows,14,4
Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,Lenovo,11th Gen Core i5,8,512,Windows,14,4
Huawei MateBook D14 Laptop,Huawei,10th Gen Core i5,8,512,Windows,14,4
Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,Lenovo,11th Gen Core i5,16,512,Windows,15.6,4
Asus VivoBook 14 2021 X415KA-BV121WS Laptop,Asus,Intel Silver N6000,8,256,Windows,14.1,4
Dell Inspiron 3511 Laptop,Dell,11th Gen Core i3,8,512,Windows,15.56,2
Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,Lenovo,11th Gen Core i3,4,256,Windows,15,2
Huawei MateBook 14 2021‎ WDH9A Laptop,Huawei,11th Gen Core i5,8,512,Windows,14,4
Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,14,8
HP Envy x360 13-bf0078TU Laptop,HP,12th Gen Core i5,8,512,Windows,13.3,10
Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,Windows,16,8
Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop,Asus,Ryzen 9 6900HS,16,1000,Windows,16,8
Lenovo V14 Gen 2 82KAA002IH Laptop,Lenovo,11th Gen Core i5,8,512,DOS,14,4
Avita Pura E NS14A6 Laptop,Avita,10th Gen Core i3,8,256,Windows,14,2
Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop,Lenovo,11th Gen Core i7,16,512,Windows,13,4
Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop,Lenovo,11th Gen Core i7,16,512,Windows,14,8
Lenovo Ideapad Flex 5 82R700ASIN Laptop,Lenovo,12th Gen Core i3,8,512,Windows,14,6
Lenovo Ideapad Slim 3i 82H802EYIN Laptop,Lenovo,11th Gen Core i3,8,256,Windows,15.6,2
Lenovo IdeaPad Flex 5 82R7006HIN Laptop,Lenovo,11th Gen Core i5,16,512,Windows,14,4
Dell Vostro 3400 Laptop AMD,Dell,Ryzen 5 3450U,8,256,Windows,14,4
Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,Lenovo,11th Gen Core i5,16,512,Windows,14,4
MSI Katana GF66 12UC-636IN Gaming Laptop,MSI,12th Gen Core i5,8,512,Windows,15.6,12
MSI Gaming Katana GF76 11UC-848IN Laptop,MSI,11th Gen Core i7,16,512,Windows,17.32,8
MSI Gaming Katana GF76 11UD-849IN Laptop,MSI,11th Gen Core i7,16,512,Windows,17.32,8
MSI Katana GF66 12UE-1001IN Gaming Laptop,MSI,12th Gen Core i5,16,512,Windows,15.6,12
MSI Gaming Katana GF66 12UE-1002IN Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
Acer Swift X SFX14-41G Laptop,Acer,Ryzen 5 5600U,16,512,Windows,14,6
Lenovo V14-IGL ‎82C2S02K00 Laptop,Lenovo,Celeron N4020,4,256,Windows,14,2
HP 255 G8 6V2R7PA Laptop,HP,AMD Athlon 3050U,4,0,DOS,15.6,2
Acer Swift X SFX14-41G Laptop,Acer,AMD Ryzen 5 5600U,16,512,Windows,14,6
Asus TUF Gaming F15 FX566HCB-HN231T Gaming Laptop,Asus,11th Gen Core i7,8,1000,Windows,15.6,8
Dell Vostro 3400 Laptop,Dell,11th Gen Core i3,8,0,Windows,14,2
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,Windows,13.4,8
AGB Octev GA-9009 Gaming Laptop,AGB,11th Gen Core i7,16,1000,Windows,15.6,4
Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,Lenovo,11th Gen Core i5,8,512,Windows,14,4
Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,Windows,13.4,8
Gigabyte Aorus 5 SE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,512,Windows,15.6,14
HP Victus 15-fb0052AX Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,Windows,15.6,8
Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop,Lenovo,12th Gen Core i3,8,512,Windows,14,6
Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,Lenovo,11th Gen Core i5,16,512,Windows,14,4
Lenovo 15ACH6 82JW00P5IN Laptop,Lenovo,Ryzen 5 5600H,16,512,Windows,15.6,6
Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,Lenovo,11th Gen Core i5,16,512,Windows,15.6,4
Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,Windows,15.6,6
Gigabyte Aero 5 KE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,Windows,15.6,14
Lenovo V14 G2-ITL 82KA00G8IH Laptop,Lenovo,11th Gen Core i3,4,256,DOS,14,2
Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,17.3,8
MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
MSI Crosshair 15 B12UEZ-897IN Gaming Laptop,MSI,12th Gen Core i7,16,512,Windows,15.6,14
Lenovo V15 Gen 2 Laptop,Lenovo,11th Gen Core i3,8,512,Windows,15,2
Lenovo V15 82KDA01DIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,Windows,15.6,4
Acer Spin 3 SP314-55N Laptop,Acer,12th Gen Core i5,16,512,Windows,14,10
Lenovo Legion 5 82JU00SYIN Laptop,Lenovo,AMD Ryzen 7 5800H,16,1000,Windows,16,8
Lenovo ThinkPad T14 20W0S1C800 Laptop,Lenovo,11th Gen Core i7,16,512,Windows,14,4
MSI Raider GE77HX 12UHS-205IN Gaming Laptop,MSI,12th Gen Core i9,32,2000,Windows,17.3,16
MSI Vector GP76 12UGSO-868IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,17.3,14
MSI Creator M16 A12UD-633IN Laptop,MSI,12th Gen Core i7,16,512,Windows,16,14
MSI Alpha 15 B5EEK-235IN Laptop,MSI,Ryzen 7 5800H ,8,512,Windows,15.6,8
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,16,14
MSI Thin GF63 11SC-1046IN Gaming Laptop,MSI,11th Gen Core i5,8,512,Windows,15.6,6
Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop,Asus,12th Gen Core i9,32,4000,Windows,17.3,16
Asus VivoBook 14 X415JA-EK324WS Laptop,Asus,10th Gen Core i3,8,512,Windows,14,2
Chuwi HeroBook Pro Laptop,Chuwi,Intel Celeron N4020,8,256,Windows,14.1,2
MSI Gaming Katana GF66 12UE-262IN Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,Windows,15.6,14
MSI Katana GF76 11UE-485IN Laptop,MSI,11th Gen Core i7,16,512,Windows,17.32,8
MSI Delta 15 A5EFK-201IN Gaming Laptop,MSI,AMD Ryzen 7 5800H,16,1000,Windows,15.6,8
Asus VivoBook K15 OLED K513EA-L503WS Laptop,Asus,11th Gen Core i5,16,256,Windows,15.6,4
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop,Asus,12th Gen Core i5,16,512,Windows,15.6,8
Lenovo IdeaPad Slim 5 82SF004XIN Laptop,Lenovo,12th Gen Core i7,16,512,Windows,15.6,10
Lenovo V15 G2 82KDA00UIH Laptop,Lenovo,Ryzen 3 5300U,4,512,DOS,15.6,4
Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,Lenovo,11th Gen Core i5,8,512,Windows,15.6,4
Lenovo ThinkBook 14 20VDA0THIH Laptop,Lenovo,11th Gen Core i5,8,512,Windows,14,4
Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,Windows,14,6
Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop,Lenovo,Ryzen 7 5800H,16,512,Windows,15.6,8
Asus EeeBook E410KA-BV101WS Laptop,Asus,Pentium N6000,8,256,Windows,14.1,4
Lenovo V14-IGL Laptop,Lenovo,Celeron N4020,4,0,Windows,14,2
Acer Nitro 5 AN515-45 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,Windows,15.6,6
HP 14s-dy2508TU Laptop,HP,11th Gen Core i3,8,512,Windows,14,2
Asus VivoBook Ultra K14 K413EA-EB523WS Laptop,Asus,11th Gen Core i5,16,512,Windows,14,4
Xiaomi Notebook Pro 120G Laptop,Xiaomi,12th Gen Core i5,16,512,Windows,14,8
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop,Asus,12th Gen Core i5,16,512,Windows,15.6,8
Dell Inspiron 7420 D560828WIN9S Laptop,Dell,12th Gen Core i5,16,512,Windows,14,10
HP Spectre x360 13-ef0057TU Laptop,HP,12th Gen Core i5,16,512,Windows,13.5,10
Dell G15-5521 SE D560738WIN9B Laptop,Dell,12th Gen Core i7,16,1000,Windows,15.6,14
Gigabyte Aorus 15 XE5 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,Windows,15.6,14
HP Spectre x360 16-f1009TX Laptop,HP,12th Gen Core i7,16,1000,Windows,16,12
Asus ROG Strix G17 G713RM-KH168W Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,Windows,17.3,8
HP Spectre x360 13-ef0052TU OLED Laptop,HP,12th Gen Core i5,8,512,Windows,13.5,10
Gigabyte Aorus 15 XE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,Windows,15.6,14
Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop,Asus,12th Gen Core i9,32,2000,Windows,17.3,16
HP 255 G8 R3 Laptop,HP,AMD Ryzen 3,8,0,Windows,15.6,4
HP Victus 15-fb0053AX Gaming Laptop,HP,Ryzen 7-5800H,16,512,Windows,16.1,8
Acer Nitro AN515-57 Gaming Laptop,Acer,11th Gen Core i7,16,512,Windows,15.6,8
Acer Nitro 5 AN515-58 Gaming Laptop,Acer,12th Gen Core i5,16,512,Windows,15.6,8
Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,Acer,Intel Core i5,16,512,Windows,15.6,6
Asus Vivobook 15 2022 X1502ZA-EZ511WS Laptop,Asus,12th Gen Core i5,16,512,Windows,15.6,12
Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,15.6,8
Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,14,14
Asus ProArt StudioBook Pro 16 H7600ZM-L901WS Laptop,Asus,12th Gen Core i9,16,1000,Windows,16,14
Asus ROG Zephyrus G15 GA503RM-LN095WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,Windows,15.6,8
Asus ProArt StudioBook Pro 16 H7600ZW-L711WS Laptop,Asus,12th Gen Core i7,32,1000,Windows,16,14
MSI Stealth GS77 12UGS Gaming Laptop,MSI,12th Gen Core i7,32,2000,Windows,17.3,14
Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop,Asus,12th Gen Core i9,32,1000,Windows,16,14
Gigabyte Aorus 5 KE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,Windows,15.6,14
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,Ubuntu,14,2
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,Ubuntu,14,2
HP 250 G8 64Q91PA Laptop,HP,11th Gen Core i5,8,0,Windows,15.6,4
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,512,Ubuntu,14,2
Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop,Lenovo,AMD Ryzen 7-5800H,8,512,Windows,15.6,8
Acer Aspire 3 A314-35 UN.K0SSI.033 Laptop,Acer, Pentium Silver N6000,8,256,Windows,14,4
Asus VivoBook 15 X515JA-EJ552WS Laptop,Asus,10th Gen Core i5,8,512,Windows,15.6,4
MSI Vector GP66 12UGSO-623IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,15.6,14
Acer Aspire 3 A314-35 UN.K0SSI.030 Laptop,Acer, Pentium Silver N6000,4,256,Windows,14,4
MSI Vector GP66 GP76-12UGSO Gaming Laptop,MSI,12th Gen Core i7,16,1000,Windows,17.3,14
Asus ZenBook Pro Duo 14 OLED UX8402ZA-LM711WS Laptop,Asus,12th Gen Core i7,16,1000,Windows,14.5,14
Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS Laptop,Asus,12th Gen Core i9,32,1000,Windows,14.5,14
Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZA-M501WS Laptop,Asus,12th Gen Core i5,16,512,Windows,14.5,12
Dell Inspiron 3525 D560831WIN9SE Laptop,Dell,AMD Ryzen 3 3250U,8,256,Windows,15.6,2
Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,Windows,15.6,8
Dell Alienware x15 R2 D569941WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,Windows,15.6,8
HP Victus 15-fa0353TX Laptop,HP,12th Gen Core i7,16,512,Windows,15.6,10
HP Spectre x360 13-ef0054TU Laptop,HP,12th Gen Core i7,16,1000,Windows,13.5,14
Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop,Lenovo,12th Gen Core i5,16,512,Windows,15.6,8
Lenovo IdeaPad Gaming 3 82K201YCIN Laptop,Lenovo,AMD Ryzen 5-5600H,8,512,Windows,15.6,6
Asus VivoBook 14 X415EA-EK322WS Notebook,Asus,11th Gen Core i3,8,512,Windows,14,2
Acer Aspire 3 A315-23 UN.HVTSI.015 Laptop,Acer,AMD Ryzen 5 3500U,8,512,Windows,15.6,4
Acer Aspire 3 A315-23 UN.HVTSI.010 Laptop,Acer,AMD Ryzen 3 3250U,8,512,Windows,15.6,2
Asus ROG Strix G15 2022 G513RW-HQ149WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,15.6,8
Asus ROG Strix G15 2022 G513RS-HQ024WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,15.6,8
Dell Inspiron 5410 ICC-C782512WIN8 Laptop,Dell,11th Gen Core i5,8,512,Windows,14,4
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop,Lenovo,12th Gen Core i5,8,512,Windows,15.6,10
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,16,512,Windows,15.6,4
Acer Nitro 5 AN515-58 Laptop,Acer,12th Gen Core i7,16,1000,Windows,15.6,14
LG Gram 14 14Z90Q-G.AJ56A2 Laptop,LG,12th Gen Core i5,8,512,Windows,14,12
Dell Alienware X17 R2 D569943WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,Windows,17.3,14
Asus TUF Gaming A17 FA706IHR-HX031W Gaming Laptop,Asus,AMD Ryzen 5 4600H,8,512,Windows,17.3,6
Asus ROG Strix G15 2022 G513RW-HQ137WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,Windows,15.6,8
Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop,Lenovo,11th Gen Core i5,8,512,Windows,14,4
Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,Windows,15.6,8
HP Victus 15-fa0351TX Laptop,HP,12th Gen Core i7,8,512,Windows,15.6,10
HP 15s-eq1561AU Laptop,HP,AMD Ryzen 3 3250U,8,256,Windows,15.6,2
Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop,Asus,12th Gen Core i7,16,512,Windows,16,14
Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop,Asus,11th Gen Core i5,8,1000,Windows,15.6,6
Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop,Asus,Ryzen 7 5800H,16,1000,Windows,15.6,8
HP Pavilion x360 14-dy0212TU Laptop,HP,11th Gen Core i3,8,256,Windows,14,4
Lenovo IdeaPad Slim 3 81X800LAIN Laptop,Lenovo,11th Gen Core i3,8,512,Windows,15.6,2
Lenovo Thinkpad P15s 20W7S1H800 Laptop,Lenovo,11th Gen Core i7,32,1000,Windows,15.6,4
HP 14s-dq3037tu Laptop,HP,Intel Celeron N4500,8,256,Windows,14,2
HP Pavilion x360 14-ek0088TU Laptop,HP,12th Gen Core i7,16,512,Windows,14,10
Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,Windows,14,6
Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop,Acer,AMD Ryzen 5-5500U,16,512,Windows,15.6,6
Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop,Acer,AMD 3020e,4,0,Windows,14,2
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen 3 3250U,8,256,Windows,15.6,2
